,reaction,lower_bound,upper_bound,is_reversible,name,flux
HQNt6,HQNt6,-999999.0,999999.0,True,Hydroquinone transport inout via proton symport,0.0
DPR,DPR,0.0,999999.0,False,2-dehydropantoate 2-reductase,0.0
ISOMS,ISOMS,-999999.0,999999.0,True,Isomaltulose synthase,0.0
GLYCt,GLYCt,-999999.0,999999.0,True,Glycerol transport via channel,0.0
GLYK,GLYK,0.0,999999.0,False,Glycerol kinase,0.00031209240731605185
DRBK,DRBK,-999999.0,999999.0,True,Deoxyribokinase,0.0
GMPR,GMPR,0.0,999999.0,False,GMP reductase,0.0
GMPS2,GMPS2,0.0,999999.0,False,GMP synthase,0.05063075123888308
GNKr,GNKr,-999999.0,999999.0,True,Gluconokinase,0.0
GPDDA4,GPDDA4,0.0,999999.0,False,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),0.0
GPDDA1,GPDDA1,0.0,999999.0,False,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),0.0
IMPC,IMPC,-999999.0,0.0,False,IMP cyclohydrolase,-0.1647155065484303
HEXSabc,HEXSabc,0.0,999999.0,False,Hexanesulfonate transport via ABC system,0.0
ICITt10,ICITt10,0.0,999999.0,False,Isocitrate transport in via Mg complex,0.0
ICITt2,ICITt2,-999999.0,999999.0,True,Isocitrate transport inout via proton symport,0.0
DRIBabc,DRIBabc,0.0,999999.0,False,Deoxyribose transport via ABC system,0.0
DRPA,DRPA,-999999.0,999999.0,True,Deoxyribose-phosphate aldolase,-0.010693534244277174
IPDPS,IPDPS,0.0,999999.0,False,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),0.0009961989641530257
IPDDI,IPDDI,-999999.0,999999.0,True,Isopentenyl-diphosphate D-isomerase,0.0
GTHPe,GTHPe,-999999.0,999999.0,True,Glutathione peroxidase,0.0
RAFH,RAFH,0.0,999999.0,False,Raffinose hydrolyzing enzyme,0.0
DTMPK,DTMPK,-999999.0,999999.0,True,DTMP kinase,0.014293208070260546
HXPRT,HXPRT,-999999.0,999999.0,True,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),0.0
HETZK,HETZK,0.0,999999.0,False,Hydroxyethylthiazole kinase,0.0
GTPCI,GTPCI,0.0,999999.0,False,GTP cyclohydrolase I,0.00022907582696996847
GTPDPK,GTPDPK,0.0,999999.0,False,GTP diphosphokinase,0.0
DURIK1,DURIK1,0.0,999999.0,False,Deoxyuridine kinase (ATP:Deoxyuridine),0.0
GUAD,GUAD,0.0,999999.0,False,Guanine deaminase,0.0
GUAPRT,GUAPRT,-999999.0,999999.0,True,Guanine phosphoribosyltransferase,-0.010859567404969343
HXANt2r,HXANt2r,0.0,999999.0,False,Hypoxanthine reversible transport via proton symport,0.0
HEMEOS_1,HEMEOS_1,0.0,999999.0,False,Heme O synthase,0.0
GUI1,GUI1,-999999.0,999999.0,True,Glucuronate isomerase (D-glucuronate),0.0
DURIPP,DURIPP,-999999.0,999999.0,True,Deoxyuridine phosphorylase,0.0
GUAt2r,GUAt2r,0.0,999999.0,False,Guanine reversible transport via proton symport,0.0
HEX1,HEX1,0.0,999999.0,False,Hexokinase (D-glucose:ATP),0.0
HGt,HGt,-999999.0,999999.0,True,Mercury transport,0.0
GUI2,GUI2,-999999.0,999999.0,True,Glucuronate isomerase (D-galacturonate),0.0
DUTPDP,DUTPDP,0.0,999999.0,False,DUTP diphosphatase,0.0
HACD2,HACD2,-999999.0,999999.0,True,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),0.01746219437414774
HACD1_1,HACD1_1,-999999.0,999999.0,True,3 hydroxyacyl CoA dehydrogenase  acetoacetyl CoA ,0.01746219437414774
HEXTT,HEXTT,0.0,999999.0,False,Trans-hexaprenyltranstransferase,0.00016603316069217091
HIBD,HIBD,0.0,999999.0,False,3 hydroxyisobutyrate dehydrogenase,0.0
HEMEAS,HEMEAS,0.0,999999.0,False,Heme A synthase,0.0
DXPRIi,DXPRIi,0.0,999999.0,False,1-deoxy-D-xylulose reductoisomerase,0.001162232124845196
HISDr,HISDr,-999999.0,999999.0,True,Histidase r,0.0
HISTD,HISTD,0.0,999999.0,False,Histidinol dehydrogenase,0.051020242563213546
LAAL17,LAAL17,0.0,999999.0,False,L amino acid ligase  Ala Ile ,0.0
DXPS,DXPS,0.0,999999.0,False,1-deoxy-D-xylulose 5-phosphate synthase,0.001162232124845196
LAAL18,LAAL18,0.0,999999.0,False,L amino acid ligase  Ser Ile ,0.0
LAAL19,LAAL19,0.0,999999.0,False,L amino acid ligase  Gly Met ,0.0
HISTP,HISTP,0.0,999999.0,False,Histidinol-phosphatase,0.05102024256321355
HKM1PP,HKM1PP,0.0,999999.0,False,2 hydroxy 3 keto 5 methylthiopentenyl 1 phosphate phophatase,0.0
LAAL2,LAAL2,0.0,999999.0,False,L amino acid ligase  L alanylglycine ,0.0
Kt2r,Kt2r,0.0,999999.0,False,Potassium reversible transport  via proton symport,0.0
LAAL20,LAAL20,0.0,999999.0,False,L amino acid ligase  Ala Met ,0.0
LAAL21,LAAL21,0.0,999999.0,False,L amino acid ligase  Ser Met ,0.0
LAAL22,LAAL22,0.0,999999.0,False,L amino acid ligase  Thr Met ,0.0
HISt2r,HISt2r,0.0,999999.0,False,L histidine reversible transport via proton symport,0.0
HMBS,HMBS,0.0,999999.0,False,Hydroxymethylbilane synthase,0.0
HMGCOAS,HMGCOAS,-999999.0,0.0,False,Hydroxymethylglutaryl CoA synthase,0.0
LAAL23,LAAL23,0.0,999999.0,False,L amino acid ligase  met met ,0.0
ECOAH1_1,ECOAH1_1,-999999.0,999999.0,True,3 hydroxyacyl CoA dehydratase  3 hydroxybutanoyl CoA ,0.017462194374147737
LAAL24,LAAL24,0.0,999999.0,False,L amino acid ligase  gly phe ,0.0
Kt3r,Kt3r,0.0,999999.0,False,Potassium transport out via proton antiport,0.0
HMGL,HMGL,0.0,999999.0,False,Hydroxymethylglutaryl-CoA lyase,0.0
HOXPRx,HOXPRx,-999999.0,999999.0,True,2 hydroxy 3 oxopropionate reductase  NAD ,0.0
HMPK1,HMPK1,0.0,999999.0,False,Hydroxymethylpyrimidine kinase (ATP),0.0
ECOAH2,ECOAH2,-999999.0,999999.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),0.017462194374147737
HP5CD_1,HP5CD_1,0.0,999999.0,False,3 hydroxy 1 pyrroline 5 carboxylate dehydrogenase,0.0
Kt1,Kt1,-999999.0,999999.0,True,Potassium transport via uniport (facilitated diffusion),0.44086922479243057
HPPK,HPPK,0.0,999999.0,False,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,0.00022907582696996844
LAAL25,LAAL25,0.0,999999.0,False,L amino acid ligase  Ala phe ,0.0
ECOAH2c,ECOAH2c,-999999.0,999999.0,True,Enoyl CoA hydratase  bacterial,0.0
LAAF,LAAF,0.0,999999.0,False,Alpha N arabinofuranosidase,0.0
LAAL1,LAAL1,0.0,999999.0,False,L amino acid ligase  L glycine L glycine ,0.0
HSDy,HSDy,-999999.0,999999.0,True,Homoserine dehydrogenase (NADPH),-0.42400874457958804
HSK,HSK,0.0,999999.0,False,Homoserine kinase,0.11629624210780967
HSST,HSST,-999999.0,999999.0,True,Homoserine O-succinyltransferase,0.3077125024717784
LAAL10,LAAL10,0.0,999999.0,False,L amino acid ligase  Thr Thr ,0.0
LAAL11,LAAL11,0.0,999999.0,False,L amino acid ligase  Ala Val ,0.0
HXAD,HXAD,0.0,999999.0,False,Hexosaminidase,0.0
ECOAH3,ECOAH3,-999999.0,999999.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),0.017462194374147737
HSTPTr,HSTPTr,-999999.0,999999.0,True,Histidinol phosphate transaminase,0.051020242563213546
LAAL12,LAAL12,0.0,999999.0,False,L amino acid ligase  Ser Val ,0.0
LAAL13,LAAL13,0.0,999999.0,False,L amino acid ligase  Gly Leu ,0.0
ECOAH4,ECOAH4,-999999.0,999999.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),0.017462194374147737
LAAL14,LAAL14,0.0,999999.0,False,L amino acid ligase  ser leu ,0.0
LAAL15,LAAL15,0.0,999999.0,False,L amino acid ligase  Ala Leu ,0.0
LAAL16,LAAL16,0.0,999999.0,False,L amino acid ligase  Thr Leu ,0.0
LAAL26,LAAL26,0.0,999999.0,False,L amino acid  ser phe ,0.0
LAAL27,LAAL27,0.0,999999.0,False,L amino acid ligase  Thr Phe ,0.0
ICDHyr,ICDHyr,-999999.0,999999.0,True,Isocitrate dehydrogenase (NADP),6.800826355155073
ICHORT,ICHORT,0.0,999999.0,False,Isochorismatase,0.0
IG3PS_1,IG3PS_1,0.0,999999.0,False,Imidazole glycerol 3 phosphate synthase,0.051020242563213546
IGPDH_1,IGPDH_1,0.0,999999.0,False,Imidazoleglycerol phosphate dehydratase,0.051020242563213546
IGPS,IGPS,0.0,999999.0,False,Indole-3-glycerol-phosphate synthase,0.03391570608784999
ILEDHr,ILEDHr,-999999.0,999999.0,True,Isoleucine dehydrogenase,-0.2369761341687807
IMPD,IMPD,0.0,999999.0,False,IMP dehydrogenase,0.05063075123888308
ILETA,ILETA,-999999.0,999999.0,True,Isoleucine transaminase,0.06850553177550264
ILEt2r,ILEt2r,0.0,999999.0,False,L isoleucine reversible transport via proton symport,0.0
LAAL28,LAAL28,0.0,999999.0,False,L amino acid ligase  met phe ,0.0
LAAL29,LAAL29,0.0,999999.0,False,L amino acid ligase  gly tyr ,0.0
ECOAH5_1,ECOAH5_1,-999999.0,999999.0,True,3 hydroxyacyl CoA dehydratase  3 hydroxydodecanoyl CoA ,0.017462194374147737
LAAL3,LAAL3,0.0,999999.0,False,L amino acid ligase  L serylglycine ,0.0
LAAL30,LAAL30,0.0,999999.0,False,L amino acid  Ala Tyr ,0.0
INS2D,INS2D,0.0,999999.0,False,Inositol 2-dehydrogenase,0.0
ECOAH6,ECOAH6,-999999.0,999999.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),0.017462194374147737
INSTt2,INSTt2,0.0,999999.0,False,Inositol transport in via proton symport,0.0
IPDPUPT,IPDPUPT,0.0,999999.0,False,Di trans poly cis Decaprenyl diphosphateisopentenyl diphosphate undecaprenylcistransferase,0.0
LANTHabc,LANTHabc,0.0,999999.0,False,Lanthionine transport via ABC system,0.0
LIPO1S24_BS,LIPO1S24_BS,0.0,999999.0,False,Lipoteichoic acid synthesis  n24   linked  glucose substituted,4.369293702424727e-06
IPMD,IPMD,0.0,999999.0,False,3-isopropylmalate dehydrogenase,0.25251334257460295
ECOAH7,ECOAH7,-999999.0,999999.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),0.013432457210882877
IPPS,IPPS,0.0,999999.0,False,2-isopropylmalate synthase,0.25251334257460295
IZPN_1,IZPN_1,0.0,999999.0,False,Imidazolonepropionase,0.0
LIPO2S24_BS,LIPO2S24_BS,0.0,999999.0,False,Lipoteichoic acid synthesis  n24   linked  N acetylglucosamine substituted,3.7451088877926235e-06
LIPO4S24_BS,LIPO4S24_BS,0.0,999999.0,False,Lipoteichoic acid synthesis  n24   linked  unsubstituted,9.362772219481557e-06
LIPTabc,LIPTabc,0.0,999999.0,False,Lipoic acid transport via ABC system,0.0
IPPMIa,IPPMIa,-999999.0,999999.0,True,3-isopropylmalate dehydratase,-0.25251334257460295
IPPMIb,IPPMIb,-999999.0,999999.0,True,2-isopropylmalate hydratase,-0.25251334257460295
KARA1,KARA1,-999999.0,999999.0,True,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",-0.4520315218324964
KARA2,KARA2,-999999.0,999999.0,True,Ketol-acid reductoisomerase (2-Acetolactate),0.23697613416878072
LYSLG_BS,LYSLG_BS,0.0,999999.0,False,Lysylphosphatidylglycerol synthesis,0.0013732065921906286
MALTTRabc,MALTTRabc,0.0,999999.0,False,Maltotriose transport via ABC system,0.0
MAL_Dt2,MAL_Dt2,0.0,999999.0,False,D malate transport in via proton symport,0.0
MAN1Pt6,MAN1Pt6,-999999.0,999999.0,True,MAN1P transport inout via proton symport,0.0
MAN6Pt6,MAN6Pt6,-999999.0,999999.0,True,MAN6P transport inout via proton symport,0.0
KAS1,KAS1,0.0,999999.0,False,B-ketoacyl synthetase (Iso-C14:0),0.0013432457210882877
LAAL31,LAAL31,0.0,999999.0,False,L amino acid ligase  Ser Tyr ,0.0
ECOAH9ir,ECOAH9ir,-999999.0,999999.0,True,2 Methylprop 2 enoyl CoA  2 Methylbut 2 enoyl CoA ,0.0
EDA,EDA,0.0,999999.0,False,2-dehydro-3-deoxy-phosphogluconate aldolase,0.0
MANAO,MANAO,-999999.0,999999.0,True,Mannonate oxidoreductase,0.0
METt3,METt3,0.0,999999.0,False,L methionine transport out via proton antiport,0.0
ENO,ENO,-999999.0,999999.0,True,Enolase,13.939719148668082
MELIBt2,MELIBt2,0.0,999999.0,False,Melibiose transport in via symport,0.0
NACt,NACt,0.0,999999.0,False,Nicotinic acid transport,0.0
MALt2r,MALt2r,0.0,999999.0,False,L malate reversible transport via proton symport,0.0
ETHAt6,ETHAt6,-999999.0,999999.0,True,Ethanolamine transport inout via proton symport,0.0
MECDPS,MECDPS,0.0,999999.0,False,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",0.0011622321248451965
NMNHYD,NMNHYD,-999999.0,999999.0,True,Nicotinamide ribonucleotide phosphohydrolase,0.0
LCYSTabc,LCYSTabc,0.0,999999.0,False,Cysteate transport via ABC system,0.0
MANt2,MANt2,0.0,999999.0,False,D mannose transport in via proton symport,0.0
LLEUDr,LLEUDr,-999999.0,999999.0,True,L leucine dehydrogenase,-0.2162457081052192
L_LACt2r,L_LACt2r,-999999.0,999999.0,True,L lactate reversible transport via proton symport,0.0
MTAN,MTAN,0.0,999999.0,False,Methylthioadenosine nucleosidase,0.0
MOPSabc,MOPSabc,0.0,999999.0,False,MOPS transport via ABC system,0.0
MLTG1,MLTG1,0.0,999999.0,False,Maltodextrin glucosidase (maltotriose),0.0
NAPRT,NAPRT,-999999.0,999999.0,True,NAPRTase (rev),0.0
MLTG2,MLTG2,0.0,999999.0,False,Maltodextrin glucosidase (maltotetraose),0.0
LAAL32,LAAL32,0.0,999999.0,False,L amino acid ligase  Met Tyr ,0.0
LEUTA,LEUTA,-999999.0,999999.0,True,Leucine transaminase,0.0
METS,METS,0.0,999999.0,False,Methionine synthase,0.07073636830299779
LEUt2r,LEUt2r,-999999.0,999999.0,True,L leucine reversible transport via proton symport,0.0
O2t,O2t,-999999.0,999999.0,True,O2 transport  diffusion ,20.0
LAAL33,LAAL33,0.0,999999.0,False,L amino acid ligase  ala trp ,0.0
LACZ,LACZ,0.0,999999.0,False,B-galactosidase,0.0
LIPO3S24_BS,LIPO3S24_BS,0.0,999999.0,False,Lipoteichoic acid synthesis  n24   unliked  D alanine substituted,1.123532666337787e-05
METSR_R1,METSR_R1,0.0,999999.0,False,L methionine R oxide reductase  trdrd ,0.0
METSR_R2,METSR_R2,0.0,999999.0,False,L methionine R oxide  H2O2 ,0.0
METSabc,METSabc,0.0,999999.0,False,L methionine S oxide transport via ABC system,0.0
METDabc,METDabc,0.0,999999.0,False,D-methionine transport via ABC system,0.0
METabc,METabc,0.0,999999.0,False,L-methionine transport via ABC system,0.0
METSR_S1,METSR_S1,0.0,999999.0,False,L methionine S oxide reductase  trdrd ,0.0
METSR_S2,METSR_S2,0.0,999999.0,False,L methionine S oxide reductase  H2O2 ,0.0
METTRS,METTRS,0.0,999999.0,False,Methionyl-tRNA synthetase,0.0
MGSA,MGSA,0.0,999999.0,False,Methylglyoxal synthase,0.0
LYSAM,LYSAM,-999999.0,999999.0,True,"Lysine 2,3-aminomutase",0.0
OMCDC,OMCDC,0.0,999999.0,False,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,0.252513342574603
LCTSabc,LCTSabc,0.0,999999.0,False,Lactose transport via ABC system (import),0.0
MGt5,MGt5,-999999.0,999999.0,True,Magnesium transport in/out via permease (no H+),-0.06348833423548982
PALAt2,PALAt2,0.0,999999.0,False,Palatinose transport in via proton symport,0.0
MMSAD2,MMSAD2,0.0,999999.0,False,Methylmalonate-semialdehyde dehydrogenase (propanol),0.0
MI1PP,MI1PP,0.0,999999.0,False,Myo-inositol 1-phosphatase,0.0
LDH2,LDH2,-999999.0,999999.0,True,L lactate dehydrogenase  2 Hydroxybutanoic acid ,0.0
LDH_L,LDH_L,-999999.0,999999.0,True,L-lactate dehydrogenase,0.0
PAP_BS,PAP_BS,0.0,999999.0,False,Phosphatidic acid phosphatase,0.0192248922906688
LYSDC,LYSDC,0.0,999999.0,False,Lysine decarboxylase,0.0
MCITL2,MCITL2,-999999.0,999999.0,True,Methylisocitrate lyase,0.0
PEPt6,PEPt6,-999999.0,999999.0,True,Phosphoenolpyruvate transport in via proton symport,0.0
MMSAD3,MMSAD3,0.0,999999.0,False,Methylmalonate-semialdehyde dehydrogenase (malonic semialdehyde),0.0
PGL,PGL,0.0,999999.0,False,6-phosphogluconolactonase,0.0
MMSDHir,MMSDHir,0.0,999999.0,False,Methylmalonate semialdehyde dehydrogenase  acylating ,0.0
MMSAD1,MMSAD1,0.0,999999.0,False,Methylmalonate semialdehyde dehydrogenase,0.0
MNNH,MNNH,0.0,999999.0,False,D-mannonate hydrolyase,0.0
LYSt3r,LYSt3r,-999999.0,999999.0,True,L lysine transport out via proton antiport reversible,0.0
MAN6PI,MAN6PI,-999999.0,999999.0,True,Mannose-6-phosphate isomerase,0.0
M1PD,M1PD,-999999.0,999999.0,True,Mannitol-1-phosphate 5-dehydrogenase,0.0
MAL6PG,MAL6PG,0.0,999999.0,False,Maltose 6  phosphate glucosidase,0.0
MALT,MALT,0.0,999999.0,False,Alpha glucosidase,0.0
MNabc,MNabc,0.0,999999.0,False,Manganese transport via ABC system,0.0
MNt2,MNt2,0.0,999999.0,False,Manganese transport in via proton symport,0.0
MOHMT,MOHMT,0.0,999999.0,False,3-methyl-2-oxobutanoate hydroxymethyltransferase,0.0
MPL,MPL,0.0,999999.0,False,Maltose phosphorylase,0.0
MOBDabc,MOBDabc,0.0,999999.0,False,Molybdate transport via ABC system,0.0
MTHFC,MTHFC,-999999.0,999999.0,True,Methenyltetrahydrofolate cyclohydrolase,0.2833468240477786
MALTATr,MALTATr,0.0,999999.0,False,Maltose O-acetyltransferase,0.0
MCA,MCA,-999999.0,999999.0,True,Methyl cis aconitase,0.0
MTHFD,MTHFD,-999999.0,999999.0,True,Methylenetetrahydrofolate dehydrogenase (NADP),0.2833468240477786
PGPPH_BS,PGPPH_BS,0.0,999999.0,False,Phosphatidylglycerophosphate phosphohydrolase,0.012983044144347757
MTHFR3,MTHFR3,0.0,999999.0,False,5 10 methylenetetrahydrofolatereductase  NADPH ,0.0707363683029978
MALTabc,MALTabc,0.0,999999.0,False,Maltose transport via ABC system,0.0
MALTpts,MALTpts,0.0,999999.0,False,Maltose transport via PEP:Pyr PTS,0.0
MALt10,MALt10,0.0,999999.0,False,Malate HNa lactate antiporter,0.0
MCITS,MCITS,0.0,999999.0,False,2-methylcitrate synthase,0.0
OXGDC,OXGDC,0.0,999999.0,False,2 oxoglutarate decarboxylase,0.0
MALt4,MALt4,0.0,999999.0,False,Namalate symporter,0.0
MCSNAH,MCSNAH,-999999.0,999999.0,True,5-Methylcytosine aminohydrolase,-0.00016603316069217091
MTRI,MTRI,-999999.0,999999.0,True,5-methylthioribose-1-phosphate isomerase,0.0
MTRK,MTRK,0.0,999999.0,False,5-methylthioribose kinase,0.0
NADK,NADK,0.0,999999.0,False,NAD kinase,0.0007178125368258221
NADK1,NADK1,0.0,999999.0,False,NAD kinase  GTP ,0.0
NADH4,NADH4,0.0,999999.0,False,NADH dehydrogenase  Menaquinone 7  no proton ,33.721951521937456
MDH,MDH,-999999.0,999999.0,True,Malate dehydrogenase,6.539367195817126
NADK2,NADK2,0.0,999999.0,False,NAD kinase  dATP ,0.0
ORNTAC_1,ORNTAC_1,-999999.0,999999.0,True,Ornithine transacetylase,0.12048077710510333
NADK3,NADK3,0.0,999999.0,False,NAD kinase  dGTP ,0.0
MDRPD,MDRPD,0.0,999999.0,False,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,0.0
MALDDH,MALDDH,0.0,999999.0,False,Malate decarboxylating oxidoreductase (decarboxylating),0.0
ME2,ME2,0.0,999999.0,False,Malic enzyme (NADP),0.0
NADK4,NADK4,0.0,999999.0,False,NAD kinase  dCTP ,0.0
BGLA1,BGLA1,0.0,999999.0,False,6-phospho-beta-glucosidase,0.0
NADK5,NADK5,0.0,999999.0,False,NAD kinase  dTTP ,0.0
NADS1,NADS1,0.0,999999.0,False,NAD synthase (nh3),0.010807135880539576
NAt3_1,NAt3_1,0.0,999999.0,False,Sodium proton antiporter  HNA is 11 ,0.0
NAabcO,NAabcO,0.0,999999.0,False,Sodium transport out via ABC system,0.0
MECDPDH2,MECDPDH2,0.0,999999.0,False,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",0.0011622321248451963
MEPCT,MEPCT,0.0,999999.0,False,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,0.0011622321248451963
METAT,METAT,0.0,999999.0,False,Methionine adenosyltransferase,0.0
NDPK7,NDPK7,-999999.0,999999.0,True,Nucleoside-diphosphate kinase (ATP:dCDP),0.010848332078305965
PENCAC,PENCAC,0.0,999999.0,False,Penicillin acylase,0.0
NDPK3,NDPK3,-999999.0,999999.0,True,Nucleoside-diphosphate kinase (ATP:CDP),0.32532824631032575
NDPK4,NDPK4,-999999.0,999999.0,True,Nucleoside-diphosphate kinase (ATP:dTDP),0.014293208070260546
PAPSR,PAPSR,0.0,999999.0,False,Phosphoadenylyl-sulfate reductase (thioredoxin),-2.506274838301998e-16
NDPK5,NDPK5,-999999.0,999999.0,True,Nucleoside-diphosphate kinase (ATP:dGDP),0.010859567404969343
PMDPHT,PMDPHT,0.0,999999.0,False,Pyrimidine phosphatase,0.0
ORNt2,ORNt2,0.0,999999.0,False,Ornithine transport in via proton symport,0.0
PPAt6,PPAt6,-999999.0,999999.0,True,Propionate transport inout via proton symport,0.0
PPIabc,PPIabc,0.0,999999.0,False,Diphosphate transport in via ABC system,0.0
NDPK6,NDPK6,-999999.0,999999.0,True,Nucleoside-diphosphate kinase (ATP:dUDP),0.0
NDPK1,NDPK1,-999999.0,999999.0,True,Nucleoside-diphosphate kinase (ATP:GDP),0.1534296209150672
NDPK2,NDPK2,-999999.0,999999.0,True,Nucleoside-diphosphate kinase (ATP:UDP),0.4228221692469724
PPTGS_BS,PPTGS_BS,0.0,999999.0,False,Peptidoglycan subunit synthesis,0.06355262527139692
PGMT_B,PGMT_B,-999999.0,999999.0,True,B phosphoglucomutase,0.0
PPTT,PPTT,0.0,999999.0,False,Trans pentaprenyltranstransferase,0.00016603316069217091
PSER_Dt6,PSER_Dt6,-999999.0,999999.0,True,D O Phosphoserine transport inout via proton symport,0.0
PSER_Lt6,PSER_Lt6,-999999.0,999999.0,True,O Phospho L serine transport in via proton symport,0.0
RAFFINt2,RAFFINt2,0.0,999999.0,False,Raffinose transport in via proton symport,0.0
PGI,PGI,-999999.0,999999.0,True,Glucose-6-phosphate isomerase,8.027340899556627
RHCYS,RHCYS,0.0,999999.0,False,5 deoxyribos 5 ylhomocysteinase,0.0
P5CD,P5CD,0.0,999999.0,False,1-pyrroline-5-carboxylate dehydrogenase,0.0
RIBFLVt2,RIBFLVt2,-999999.0,999999.0,True,Riboflavin transport in via proton symport,0.0
NDPK9,NDPK9,-999999.0,999999.0,True,Nucleoside diphosphate kinase  ATPIDP ,0.0
RMNt,RMNt,0.0,999999.0,False,L-rhamnose transport via proton symport,0.0
PYRt2,PYRt2,-999999.0,999999.0,True,Pyruvate transport in via proton symport,0.0
PYNP1,PYNP1,-999999.0,999999.0,True,Pyrimidine-nucleoside phosphorylase (cytosine),0.00016603316069217086
PHETA1,PHETA1,-999999.0,999999.0,True,Phenylalanine transaminase,-0.10981845210155773
NDPK8,NDPK8,-999999.0,999999.0,True,Nucleoside-diphosphate kinase (ATP:dADP),0.01434501540987501
PYNP2r,PYNP2r,-999999.0,999999.0,True,Pyrimidine-nucleoside phosphorylase (uracil),0.0
RMPA,RMPA,-999999.0,999999.0,True,Rhamnulose-1-phosphate aldolase,0.0
SALADC2,SALADC2,0.0,999999.0,False,Sulfinoalanine decarboxylase,0.0
NH4t,NH4t,-999999.0,999999.0,True,Ammonia reversible transport,5.0
DSERt2,DSERt2,-999999.0,999999.0,True,D-serine transport via proton symport,0.0
SERt2r,SERt2r,0.0,999999.0,False,L serine reversible transport via proton symport,0.0
PTAr,PTAr,-999999.0,999999.0,True,Phosphotransacetylase,0.0
PMPK,PMPK,0.0,999999.0,False,Phosphomethylpyrimidine kinase,0.0
SORD_D,SORD_D,-999999.0,999999.0,True,D sorbitol dehydrogenase,0.0
NMNAT,NMNAT,-999999.0,999999.0,True,Nicotinamide-nucleotide adenylyltransferase,0.0
SRB_Lt,SRB_Lt,-999999.0,999999.0,True,L sorbose reversible transport,0.0
PTA2,PTA2,-999999.0,999999.0,True,Phosphate acetyltransferase,0.0
PHYT3,PHYT3,0.0,999999.0,False,3 phytase,0.0
NNATr,NNATr,-999999.0,999999.0,True,Nicotinate-nucleotide adenylyltransferase,0.010807135880539576
PIabc,PIabc,0.0,999999.0,False,Phosphate transport via ABC system,0.0
SO4t2,SO4t2,0.0,999999.0,False,Sulfate transport in via proton symport,0.10630866088888112
NNAM,NNAM,0.0,999999.0,False,Nicotinamidase,0.0
SARCOX,SARCOX,0.0,999999.0,False,Sarcosine oxidase,0.0
PIt2r,PIt2r,-999999.0,999999.0,True,Phosphate reversible transport via symport,0.957990114909827
PIt7,PIt7,0.0,999999.0,False,Phosphate transport in/out via three Na+ symporter,0.0
SUCR,SUCR,0.0,999999.0,False,Sucrose hydrolyzing enzyme,0.0
NNDPR,NNDPR,0.0,999999.0,False,Nicotinate-nucleotide diphosphorylase (carboxylating),0.010807135880539576
PMANM,PMANM,-999999.0,999999.0,True,Phosphomannomutase,0.0
SALCpts,SALCpts,0.0,999999.0,False,Salicin transport via PEP:Pyr PTS,0.0
NO2t2r,NO2t2r,0.0,999999.0,False,"Nitrite transport in via proton symport, reversible",0.0
NPHS,NPHS,0.0,999999.0,False,Naphthoate synthase,0.00016603316069217086
RBK,RBK,-999999.0,999999.0,True,Ribokinase,0.0
NO2t3,NO2t3,0.0,999999.0,False,Nitrite transport out via proton antiport,0.0
PNTEH,PNTEH,0.0,999999.0,False,Hydrolase Class   RXN R02973 ,0.0
NO3t2,NO3t2,0.0,999999.0,False,Nitrate transport in via proton symport,0.0
PNTK,PNTK,0.0,999999.0,False,Pantothenate kinase,-2.506274838301999e-16
RBK_Dr,RBK_Dr,0.0,999999.0,False,D-ribulokinase (D-ribulose),0.0
RIBabc,RIBabc,0.0,999999.0,False,D-ribose transport via ABC system,0.0
NTR3B,NTR3B,0.0,999999.0,False,Nitrate reductase,0.0
SUCCt2r,SUCCt2r,-999999.0,999999.0,True,Succinate transport via proton symport,0.0
Q23DO,Q23DO,0.0,999999.0,False,Quercetin 2 3 dioxygenase,0.0
PNP,PNP,-999999.0,999999.0,True,Purine nucleoside phosphorylase,0.0
QULNS,QULNS,0.0,999999.0,False,Quinolinate synthase,0.010807135880539576
RBFK,RBFK,0.0,999999.0,False,Riboflavin kinase,0.0
APNPT,APNPT,-999999.0,999999.0,True,ATP:pantetheine 4'-phosphotransferase,0.0
PNTOt2,PNTOt2,-999999.0,999999.0,True,Pantothenate reversible transport via proton symport,-2.5062748383019984e-16
