reaction,lower_bound,upper_bound,is_reversible,name,flux,essentiality
GALabcpp,0.0,1000.0,False,D-galactose transport via ABC system (periplasm),0.0,0
GLYCLTt2rpp,-1000.0,1000.0,True,"Glycolate transport via proton symport, reversible (periplasm)",0.0,0
GUAt2pp,0.0,1000.0,False,Guanine transport in via proton symport (periplasm),0.0,0
HPPPNt2rpp,-1000.0,1000.0,True,"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)",0.0,0
RNDR2,0.0,1000.0,False,Ribonucleoside-diphosphate reductase (GDP),0.0,1
EX_asn__L_e,0.0,1000.0,False,L-Asparagine exchange,0.0,-1
ANHMK,0.0,1000.0,False,"1,6-anhydrous-N-Acetylmuramate kinase",0.0,0
DCAtex,-1000.0,1000.0,True,Decanoate transport via diffusion (extracellular to periplasm),0.0,0
DHFR,-1000.0,1000.0,True,Dihydrofolate reductase,0.022052947548866598,0
EX_cit_e,0.0,1000.0,False,Citrate exchange,0.0,-1
PRAIi,0.0,1000.0,False,Phosphoribosylanthranilate isomerase (irreversible),0.04671345994113705,1
EX_mal__L_e,0.0,1000.0,False,L-Malate exchange,0.0,-1
NMNN,0.0,1000.0,False,NMN nucleosidase,0.0,-1
XAND,0.0,1000.0,False,Xanthine dehydrogenase,0.0,0
EX_no2_e,0.0,1000.0,False,Nitrite exchange,0.0,-1
HACD3,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),0.292461448619036,0
TYRTA,-1000.0,1000.0,True,Tyrosine transaminase,-0.11350590879457295,0
SHKK,0.0,1000.0,False,Shikimate kinase,0.31320280666582717,0
DCYTtex,-1000.0,1000.0,True,Deoxycytidine transport via diffusion (extracellular to periplasm),0.0,0
EX_gam_e,0.0,1000.0,False,D-Glucosamine exchange,0.0,-1
ACACtex,-1000.0,1000.0,True,Acetoacetate transport via diffusion (extracellular to periplasm),0.0,0
ACNAMtex,-1000.0,1000.0,True,N-acetylneuraminate transport via diffusion (extracellular to periplasm),0.0,0
ARBTNabcpp,0.0,1000.0,False,Aerobactin transport via ABC system (periplasm),0.0,0
EX_inost_e,0.0,1000.0,False,Myo-Inositol exchange,0.0,-1
EX_mobd_e,-1000.0,1000.0,True,Molybdate exchange,-5.7525855353862304e-06,-1
NNDMBRT,0.0,1000.0,False,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,0.0,0
DGSNtex,-1000.0,1000.0,True,Deoxyguanosine transport via diffusion (extracellular to periplasm),0.0,0
THRA2,0.0,1000.0,False,L-allo-Threonine Aldolase,0.0,1
ASO3t8pp,0.0,1000.0,False,Arsenite efflux via ATP hydrolysis (periplasm),0.0,0
H2Stex,-1000.0,1000.0,True,H2s transport via diffusion (extracellular to periplasm),0.0,0
PPK,0.0,1000.0,False,Polyphosphate kinase,0.0,0
EX_so4_e,-1000.0,1000.0,True,Sulfate exchange,-0.20694515564585178,-1
SADH,0.0,1000.0,False,Succinylarginine dihydrolase,0.0,0
GLUSy,0.0,1000.0,False,Glutamate synthase (NADPH),0.0,0
GUAPRT,0.0,1000.0,False,Guanine phosphoribosyltransferase,0.0,0
EX_phe__L_e,0.0,1000.0,False,L-Phenylalanine exchange,0.0,-1
EX_thr__L_e,0.0,1000.0,False,L-Threonine exchange,0.0,-1
EX_uri_e,0.0,1000.0,False,Uridine exchange,0.0,-1
OMCDC,0.0,1000.0,False,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,0.3702454448347276,0
ABUTD,0.0,1000.0,False,Aminobutyraldehyde dehydrogenase,0.0,0
E4PD,-1000.0,1000.0,True,Erythrose 4-phosphate dehydrogenase,-0.00036652187839413593,0
IG3PS,0.0,1000.0,False,Imidazole-glycerol-3-phosphate synthase,0.07785549263591723,1
PDH,0.0,1000.0,False,Pyruvate dehydrogenase,10.13903222842389,1
MTHFR2,0.0,1000.0,False,"5,10-methylenetetrahydrofolate reductase (NADH)",0.12685190723664688,1
DMSOR2pp,0.0,1000.0,False,Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm),0.0,0
H2St1pp,0.0,1000.0,False,H2s transport (periplasm),0.0,0
EX_nh4_e,-1000.0,1000.0,True,Ammonia exchange,-8.875347830342571,-1
DADK,-1000.0,1000.0,True,Deoxyadenylate kinase,0.0,1
DUTPDP,0.0,1000.0,False,DUTP diphosphatase,0.021503164731273727,1
EX_ddca_e,0.0,1000.0,False,Dodecanoate (n-C12:0) exchange,0.0,-1
HYD3pp,0.0,1000.0,False,Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm),0.0,0
NO3R1pp,0.0,1000.0,False,Nitrate reductase (Ubiquinol-8) (periplasm),0.0,0
NTP5,0.0,1000.0,False,Nucleoside-triphosphatase (CTP),0.0,0
CELBpts,0.0,1000.0,False,Cellobiose transport via PEPPyr PTS,0.0,1
FORt2pp,0.0,1000.0,False,"Formate transport via proton symport (uptake only, periplasm)",0.0,0
EX_r5p_e,0.0,1000.0,False,Alpha-D-Ribose 5-phosphate exchange,0.0,-1
EX_glyc2p_e,0.0,1000.0,False,Glycerol 2-phosphate exchange,0.0,-1
MTAN,0.0,1000.0,False,Methylthioadenosine nucleosidase,0.0,1
DPR,0.0,1000.0,False,2-dehydropantoate 2-reductase,0.0005538918072646113,1
EX_halipa_e,0.0,1000.0,False,Hepta-acylated KDO(2)-lipid (A) exchange,0.0,-1
AACPS5,0.0,1000.0,False,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),0.0,1
MANptspp,0.0,1000.0,False,D-mannose transport via PEP:Pyr PTS (periplasm),0.0,1
EX_cmp_e,0.0,1000.0,False,CMP exchange,0.0,-1
NTD8,0.0,1000.0,False,5'-nucleotidase (dGMP),0.0,0
GALCTD,0.0,1000.0,False,Galactarate dehydratase,0.0,0
EX_malthx_e,0.0,1000.0,False,Maltohexaose exchange,0.0,-1
MLTG4,0.0,1000.0,False,Maltodextrin glucosidase (maltohexaose),0.0,0
UDPGDC,0.0,1000.0,False,UDP-glucuronate C-4'' decarboxylase,0.0,0
PUNP4,-1000.0,1000.0,True,Purine-nucleoside phosphorylase (Deoxyguanosine),0.0,0
AMAOTr,-1000.0,1000.0,True,Adenosylmethionine-8-amino-7-oxononanoate transaminase,1.6435958672532084e-06,0
EX_csn_e,0.0,1000.0,False,Cytosine exchange,0.0,-1
EX_etoh_e,0.0,1000.0,False,Ethanol exchange,0.0,-1
G6PP,0.0,1000.0,False,Glucose-6-phosphate phosphatase,0.0,0
MMCD,0.0,1000.0,False,Methylmalonyl-CoA decarboxylase,0.0,0
GLNS,0.0,1000.0,False,Glutamine synthetase,1.287311125714767,1
TYMtex,-1000.0,1000.0,True,Tyramine transport via diffusion (extracellular to periplasm),0.0,0
GTHS,0.0,1000.0,False,Glutathione synthetase,0.0,0
EX_g3pe_e,0.0,1000.0,False,Sn-Glycero-3-phosphoethanolamine exchange,0.0,-1
EX_pacald_e,0.0,1000.0,False,Phenylacetaldehyde exchange,0.0,-1
EX_his__L_e,0.0,1000.0,False,L-Histidine exchange,0.0,-1
EX_k_e,-1000.0,1000.0,True,K+ exchange,-0.16040920405837775,-1
EX_na1_e,-1000.0,1000.0,True,Sodium exchange,0.0,-1
ACACT1r,-1000.0,1000.0,True,Acetyl-CoA C-acetyltransferase,0.29246144861903595,0
ARGORNt7pp,-1000.0,1000.0,True,Arginine/ornithine antiporter (periplasm),0.0,0
EX_dmso_e,0.0,1000.0,False,Dimethyl sulfoxide exchange,0.0,-1
CMPtex,-1000.0,1000.0,True,CMP transport via diffusion (extracellular to periplasm),0.0,0
DUMPtex,-1000.0,1000.0,True,DUMP transport via diffusion (extracellular to periplasm),0.0,0
XMPtex,-1000.0,1000.0,True,XMP transport via diffusion (extracellular to periplasm),0.0,0
3PEPTtex,-1000.0,1000.0,True,LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm),0.0,0
EX_12ppd__S_e,0.0,1000.0,False,"(S)-Propane-1,2-diol exchange",0.0,-1
EX_pppn_e,0.0,1000.0,False,Phenylpropanoate exchange,0.0,-1
ANHGMtex,-1000.0,1000.0,True,GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm),0.0,0
MALTptspp,0.0,1000.0,False,Maltose transport via PEP:Pyr PTS (periplasm),0.0,1
UDPKAAT,-1000.0,1000.0,True,UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase,0.0,0
ULA4NFT,0.0,1000.0,False,UDP-L-Ara4N formyltransferase,0.0,0
EX_acgam1p_e,0.0,1000.0,False,N-Acetyl-D-glucosamine 1-phosphate exchange,0.0,-1
NTD11pp,0.0,1000.0,False,5'-nucleotidase (IMP),0.0,0
EX_galt_e,0.0,1000.0,False,Galactitol exchange,0.0,-1
DKGLCNR2x,0.0,1000.0,False,"2,5-diketo-D-gluconate reductase (NADH)",0.0,0
ACGS,0.0,1000.0,False,N-acetylglutamate synthase,0.24308125438328046,1
PDE1,0.0,1000.0,False,"3',5'-cyclic-nucleotide phosphodiesterase",0.0,0
UPLA4FNT,0.0,1000.0,False,Undecaprenyl phosphate-L-Ara4FN transferase,0.0,0
UPLA4FNF,0.0,1000.0,False,Undecaprenyl phosphate-L-Ara4FN formylase,0.0,0
ULA4Ntppi,0.0,1000.0,False,Transport (cytoplasm to periplasm),0.0,0
HEPT1,0.0,1000.0,False,Heptosyltransferase I (LPS core synthesis),0.0,0
FALDtex,-1000.0,1000.0,True,Formaldehyde transport via diffusion (extracellular to periplasm),0.0,0
MCITD,0.0,1000.0,False,2-methylcitrate dehydratase,0.0,0
CU2tex,-1000.0,1000.0,True,Copper (Cu+2) transport via diffusion (extracellular to periplasm),0.0005826547349412625,0
EX_glcur1p_e,0.0,1000.0,False,D-Glucuronate 1-phosphate exchange,0.0,-1
GLCATr,-1000.0,1000.0,True,D-glucose O-acetyltransferase,0.0,0
ALR2,0.0,1000.0,False,Aldose reductase (methylglyoxal),0.0,0
AMALT2,0.0,1000.0,False,Amylomaltase (maltotetraose),0.0,0
MLTP1,-1000.0,1000.0,True,Maltodextrin phosphorylase (maltopentaose),0.0,0
HEPT2,0.0,1000.0,False,Heptosyltransferase II (LPS core synthesis),0.0,0
FECRMUtex,0.0,1000.0,False,Ferrichrome (minus Fe) secretion (to extracellular),0.0,-1
ALAALAr,-1000.0,1000.0,True,D-alanine-D-alanine ligase (reversible),0.022836120979616084,0
EX_thrp_e,0.0,1000.0,False,L-Threonine O-3-phosphate exchange,0.0,-1
CLtex,-1000.0,1000.0,True,Chloride (Cl-1) transport via diffusion (extracellular to periplasm),0.004277458244526475,0
CYSDtex,-1000.0,1000.0,True,D-cysteine transport via diffusion (extracellular to periplasm),0.0,0
CYSDabcpp,0.0,1000.0,False,D-cysteine uptake via ABC system (periplasm),0.0,-1
HXAND,0.0,1000.0,False,Hypoxanthine dehydrogenase,0.0,0
EX_fald_e,0.0,1000.0,False,Formaldehyde exchange,0.0,-1
EX_pydxn_e,0.0,1000.0,False,Pyridoxine exchange,0.0,-1
EX_acgal_e,0.0,1000.0,False,N-Acetyl-D-galactosamine exchange,0.0,-1
EX_so2_e,0.0,1000.0,False,Sulfur dioxide exchange,0.0,-1
EX_dms_e,0.0,1000.0,False,Dimethyl sulfide exchange,0.0,-1
GMPtex,-1000.0,1000.0,True,GMP transport via diffusion (extracellular to periplasm),0.0,0
IMPtex,-1000.0,1000.0,True,IMP transport via diffusion (extracellular to periplasm),0.0,0
G3PItex,-1000.0,1000.0,True,Glycero-3-phospho-1-inositol transport via diffusion (extracellular to periplasm),0.0,0
CD2abcpp,0.0,1000.0,False,Cadmium (Cd+2) ABC transporter (periplasm),0.0,0
G3PGtex,-1000.0,1000.0,True,Glycerophoglycerol transport via diffusion (extracellular to periplasm),0.0,0
G3PEtex,-1000.0,1000.0,True,Glycero-3-phosphoethanolamine transport via diffusion (extracellular to periplasm),0.0,0
G3PCtex,-1000.0,1000.0,True,Glycero-3-phosphocholine transport via diffusion (extracellular to periplasm),0.0,0
MOAT3C,0.0,1000.0,False,3-deoxy-D-manno-octulosonic acid transferase III (LPS core biosynthesis),0.0,0
UMPtex,-1000.0,1000.0,True,UMP transport via diffusion (extracellular to periplasm),0.0,0
G1Ptex,-1000.0,1000.0,True,D-glucose 1-phosphate transport via diffusion,0.0,0
ADNK1,0.0,1000.0,False,Adenosine kinase,0.0005530700093086323,1
CUt3,0.0,1000.0,False,Copper transport out via proton antiport,0.0,0
ZN2t3pp,0.0,1000.0,False,Zinc (Zn+2) transport out via proton antiport (periplasm),0.0,0
SKMtex,-1000.0,1000.0,True,Shikimate transport via diffusion (extracellular to periplasm),0.0,0
MNt2pp,0.0,1000.0,False,Manganese (Mn+2) transport in via proton symport (periplasm),0.0,0
RHAT1,0.0,1000.0,False,Rhamnosyltransferase I (LPS core biosynthesis),0.0,0
GLCabcpp,0.0,1000.0,False,D-glucose transport via ABC system (periplasm),0.0,0
GALT1,0.0,1000.0,False,Galactosyltransferase I (LPS core synthesis),0.0,0
MNtex,-1000.0,1000.0,True,Manganese (Mn+2) transport via diffusion (extracellular to periplasm),0.0005678623721359837,0
GAL1Ptex,-1000.0,1000.0,True,D-galactose 1-phosphate transport via diffusion (extracellular to periplasm),0.0,0
GLCTR2,0.0,1000.0,False,Glucosyltransferase II (LPS core synthesis),0.0,0
G2PPpp,0.0,1000.0,False,Glycerol 2-phosphate phosphatase (periplasmic),0.0,0
UDPGPpp,0.0,1000.0,False,UDPglucose pyrophosphohydrolase,0.0,0
EX_acgal1p_e,0.0,1000.0,False,N-Acetyl-D-galactosamine 1-phosphate exchange,0.0,-1
EX_cyan_e,0.0,1000.0,False,Hydrogen cyanide exchange,0.0,-1
EX_tyrp_e,0.0,1000.0,False,Phosphotyrosine exchange,0.0,-1
O2Stex,-1000.0,1000.0,True,Superoxide anion transport via diffusion (extracellular to periplasm),0.0,0
HEPK1,0.0,1000.0,False,LPS heptose kinase I (LPS core synthesis),0.0,0
HEPT3,0.0,1000.0,False,Heptosyltransferase III (LPS core synthesis),0.0,0
HEPK2,0.0,1000.0,False,LPS heptose kinase II (LPS core synthesis),0.0,0
ALDD3y,0.0,1000.0,False,"Aldehyde dehydrogenase (propanal, NADP)",0.0,0
EX_uacgam_e,0.0,1000.0,False,UDP-N-acetyl-D-glucosamine exchange,0.0,-1
Kt3pp,0.0,1000.0,False,Potassium transport out via proton antiport (periplasm),0.0,0
EX_udpacgal_e,0.0,1000.0,False,UDP-N-acetyl-D-galactosamine exchange,0.0,-1
EX_udpg_e,0.0,1000.0,False,UDPglucose exchange,0.0,-1
EX_udpgal_e,0.0,1000.0,False,UDPgalactose exchange,0.0,-1
EX_udpglcur_e,0.0,1000.0,False,UDP-D-glucuronate exchange,0.0,-1
EX_14glucan_e,0.0,1000.0,False,"1,4-alpha-D-glucan exchange",0.0,-1
EX_pser__L_e,0.0,1000.0,False,O-Phospho-L-serine exchange,0.0,-1
R5PP,0.0,1000.0,False,Ribose 5-phosphate phosphatase,0.0,0
EX_xmp_e,0.0,1000.0,False,Xanthosine 5'-phosphate exchange,0.0,-1
EX_damp_e,0.0,1000.0,False,DAMP exchange,0.0,-1
CYSSADS,0.0,1000.0,False,L-cysteine sulfinic acid desulfurase,0.0,0
EX_dimp_e,0.0,1000.0,False,DIMP exchange,0.0,-1
CPPPGO2,0.0,1000.0,False,Oxygen Independent coproporphyrinogen-III oxidase,0.0,0
EX_isetac_e,0.0,1000.0,False,Isethionic acid exchange,0.0,-1
AGM3PH,0.0,1000.0,False,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide beta -1,4-N-acetylglucosaminidase",0.0,0
HOMt2pp,0.0,1000.0,False,L-homoserineserine efflux via proton symport,0.0,0
EX_aso3_e,0.0,1000.0,False,Arsenite exchange,0.0,-1
EX_tcynt_e,0.0,1000.0,False,Thiocyanate exchange,0.0,-1
EX_fe3dhbzs_e,0.0,1000.0,False,"Ferric 2,3-dihydroxybenzoylserine exchange",0.0,-1
AGM3PApp,0.0,1000.0,False,N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide amidase (periplasm),0.0,0
PPPGO,0.0,1000.0,False,Protoporphyrinogen oxidase (aerobic),0.0,1
EX_feoxam_un_e,0.0,1000.0,False,Ferroxamine minus Fe(3) exchange,0.0,-1
HOMtex,-1000.0,1000.0,True,L-homoserine transport via diffusion (extracellular to periplasm),0.0,0
SO2tex,-1000.0,1000.0,True,SO2 transport via diffusion (extracellular to periplasm),0.0,0
SO2tpp,-1000.0,1000.0,True,SO2 transport via diffusion (periplasm),0.0,0
LDH_D2,0.0,1000.0,False,D-lactate dehydrogenase,0.0,0
EX_g3pc_e,0.0,1000.0,False,Sn-Glycero-3-phosphocholine exchange,0.0,-1
EX_g3pg_e,0.0,1000.0,False,Glycerophosphoglycerol exchange,0.0,-1
EX_g3pi_e,0.0,1000.0,False,Sn-Glycero-3-phospho-1-inositol exchange,0.0,-1
SHCHF,0.0,1000.0,False,Sirohydrochlorin ferrochelatase,0.0001832609391987327,1
SUCOAS,-1000.0,1000.0,True,Succinyl-CoA synthetase (ADP-forming),-3.9653002717532964,0
SUCBZL,0.0,1000.0,False,O-succinylbenzoate-CoA ligase,0.0,0
CYSDDS,0.0,1000.0,False,D-cysteine desulfhydrase,0.0,0
CYStpp,0.0,1000.0,False,L-cysteine export via facilitated transport,0.0,0
EX_g3ps_e,0.0,1000.0,False,Glycerophosphoserine exchange,0.0,-1
EX_peamn_e,0.0,1000.0,False,Phenethylamine exchange,0.0,-1
EX_34dhpac_e,0.0,1000.0,False,"3,4-Dihydroxyphenylacetaldehyde exchange",0.0,-1
NTP1,0.0,1000.0,False,Nucleoside-triphosphatase (ATP),0.0,0
DAMPtex,-1000.0,1000.0,True,DAMP transport via diffusion (extracellular to periplasm),0.0,0
DCMPtex,-1000.0,1000.0,True,DCMP transport via diffusion (extracellular to periplasm),0.0,0
DGMPtex,-1000.0,1000.0,True,DGMP transport via diffusion (extracellular to periplasm),0.0,0
DTMPtex,-1000.0,1000.0,True,DTMP transport via diffusion (extracellular to periplasm),0.0,0
ACSERtpp,0.0,1000.0,False,O-Acetyl-L-serine export via facilitated transport,0.0,0
ACSERtex,-1000.0,1000.0,True,O-Acetyl-L-serine transport via diffusion (extracellular to periplasm),0.0,0
LALDO3,0.0,1000.0,False,L-Lactaldehyde:NADP+ 1-oxidoreductase,0.0,-1
NTP10,0.0,1000.0,False,Nucleoside-triphosphatase (ITP),0.0,0
PRAIS,0.0,1000.0,False,Phosphoribosylaminoimidazole synthase,0.36817944482951065,1
GDMANE,0.0,1000.0,False,GDP-4-dehydro-6-deoxy-D-mannose epimerase,0.0,0
GPDDA4,0.0,1000.0,False,Glycerophosphodiester phosphodiesterase (Glycerophosphoglycerol),0.0,0
LPLIPAL2ATG120,0.0,1000.0,False,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)",0.0,0
PLIPA1E140pp,0.0,1000.0,False,"Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)",0.0,0
LPLIPAL2E140,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)",0.0,0
PLIPA1E160pp,0.0,1000.0,False,"Phospholipase A1 (phosphatidylethanolamine, n-C16:0) (periplasm)",0.0,0
GALKr,-1000.0,1000.0,True,Galactokinase,0.0,0
PLIPA1E161pp,0.0,1000.0,False,"Phospholipase A1 (phosphatidylethanolamine, n-C16:1) (periplasm)",0.0,0
AACPS8,0.0,1000.0,False,Acyl-[acyl-carrier-protein] synthetase  (n-C10:0),0.0,1
AACPS9,0.0,1000.0,False,Acyl-[acyl-carrier-protein] synthetase  (n-C8:0),0.0,1
LPLIPAL2E180,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)",0.0,0
LPLIPAL2G161,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)",0.0,0
LPLIPAL2G181,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)",0.0,0
2AGPE120tipp,0.0,1000.0,False,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm),0.0,0
HXCT,0.0,1000.0,False,Acetyl-CoA:hexanoate-CoA transferase,0.0,0
AACPS6,0.0,1000.0,False,Acyl-[acyl-carrier-protein] synthetase  (n-C18:0),0.0,1
2AGPEAT160,0.0,1000.0,False,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),0.0,0
AACPS7,0.0,1000.0,False,Acyl-[acyl-carrier-protein] synthetase  (n-C12:0),0.06395560238655687,1
PANTS,0.0,1000.0,False,Pantothenate synthase,0.0005538918072646113,0
G3PGabcpp,0.0,1000.0,False,Sn-glycerol-3-phosphoglycerol transport via ABC system (periplasm),0.0,0
G3PIabcpp,0.0,1000.0,False,Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm),0.0,0
DURADx,-1000.0,1000.0,True,Dihydrouracil dehydrogenase (NAD),0.0,0
ECOAH7,-1000.0,1000.0,True,3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),0.2285058462324791,0
G1PPpp,0.0,1000.0,False,Glucose-1-phosphatase,0.0,0
GALCTND,0.0,1000.0,False,Galactonate dehydratase,0.0,0
GCALDD,0.0,1000.0,False,Glycolaldehyde dehydrogenase,0.0,0
HISTP,0.0,1000.0,False,Histidinol-phosphatase,0.07785549263591723,1
G3PSabcpp,0.0,1000.0,False,Sn-glycerol-3-phosphoserine transport via ABC system (periplasm),0.0,0
QMO2,0.0,1000.0,False,Quinol monooxygenase (Ubiquinol-8),0.0,0
QMO3,0.0,1000.0,False,Quinol monooxygenase (menaquinol 8),0.0,0
LPLIPAL2E141,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:1)",0.0,0
LPLIPAL2E161,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C16:1)",0.0,0
LDH_D,-1000.0,1000.0,True,D-lactate dehydrogenase,0.0,0
AMALT4,0.0,1000.0,False,Amylomaltase (maltohexaose),0.0,0
NTD11,0.0,1000.0,False,5'-nucleotidase (IMP),0.0,0
LPLIPAL2E181,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)",0.0,0
YUMPS,-1000.0,1000.0,True,YUMP synthetase,0.0,0
LPLIPAL2G180,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)",0.0,0
LPLIPAL2G141,0.0,1000.0,False,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)",0.0,0
2AGPA120tipp,0.0,1000.0,False,2-Acyl-sn-glycero-3-phosphatidate (n-C12:0) transporter via facilitated diffusion (periplasm),0.0,0
2AGPG180tipp,0.0,1000.0,False,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm),0.0,0
IPDDI,-1000.0,1000.0,True,Isopentenyl-diphosphate D-isomerase,0.0,0
ORNDC,0.0,1000.0,False,Ornithine Decarboxylase,0.0,0
UPP3MT,0.0,1000.0,False,Uroporphyrinogen methyltransferase,0.00018326093919873273,1
KAS15,0.0,1000.0,False,Beta-ketoacyl-ACP synthase (2),0.0,0
ALAALAtex,-1000.0,1000.0,True,D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm),0.0,0
FACOAL181t2pp,0.0,1000.0,False,Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling),0.0,0
T2DECAI,-1000.0,1000.0,True,Trans-2-decenoyl-ACP isomerase,0.0,1
2AGPGAT180,0.0,1000.0,False,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0),0.0,0
2AGPGAT181,0.0,1000.0,False,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1),0.0,0
3OAS161,0.0,1000.0,False,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1),0.0,1
DHQS,0.0,1000.0,False,3-dehydroquinate synthase,0.31320280666582717,1
EAR141y,0.0,1000.0,False,Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1),0.0,1
EAR161x,0.0,1000.0,False,Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1),0.0,1
2AGPG141tipp,0.0,1000.0,False,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm),0.0,0
2AGPG161tipp,0.0,1000.0,False,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm),0.0,0
2AGPG181tipp,0.0,1000.0,False,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm),0.0,0
2AGPEAT140,0.0,1000.0,False,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0),0.0,0
2AGPEAT120,0.0,1000.0,False,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0),0.0,0
DASYN160,0.0,1000.0,False,CDP-diacylglycerol synthetase (n-C16:0),0.05244221333644813,1
DASYN161,0.0,1000.0,False,CDP-diacylglycerol synthetase (n-C16:1),0.061810709779791424,1
DASYN181,0.0,1000.0,False,CDP-diacylglycerol synthetase (n-C18:1),0.0,1
CDAPPA161,0.0,1000.0,False,CDP-Diacylglycerol pyrophostatase (n-C16:1),0.0,0
2AGPEAT161,0.0,1000.0,False,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1),0.0,0
2AGPEAT141,0.0,1000.0,False,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1),0.0,0
2AGPGAT160,0.0,1000.0,False,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0),0.0,0
PGSA180,0.0,1000.0,False,Phosphatidylglycerol synthase (n-C18:0),0.0,1
PGCD,0.0,1000.0,False,Phosphoglycerate dehydrogenase,1.4117128424123606,1
PSSA140,0.0,1000.0,False,Phosphatidylserine syntase (n-C14:0),0.0,1
2AGPGAT141,0.0,1000.0,False,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1),0.0,0
FACOAE180,0.0,1000.0,False,Fatty-acid-CoA thioesterase (octadecanoate),0.0,0
LPLIPAL2ATG140,0.0,1000.0,False,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)",0.0,0
LPLIPAL2ATG141,0.0,1000.0,False,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)",0.0,0
LPLIPAL2ATG160,0.0,1000.0,False,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)",0.0,0
LPLIPAL2ATG180,0.0,1000.0,False,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)",0.0,0
LPLIPAL2ATG161,0.0,1000.0,False,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)",0.0,0
LPLIPAL2ATG181,0.0,1000.0,False,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)",0.0,0
FACOAE100,0.0,1000.0,False,Fatty-acid-CoA thioesterase (decanoate),0.0,0
FACOAE80,0.0,1000.0,False,Fatty-acid-CoA thioesterase (octanoate),0.0,0
FACOAE60,0.0,1000.0,False,Fatty-acid-CoA thioesterase (hexanoate),0.0,0
CLPNS180pp,-1000.0,1000.0,True,"Cardiolipin synthase (periplasmic, n-C18:0)",0.0,0
PLIPA1E120pp,0.0,1000.0,False,"Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)",0.0,0
