reaction_id,name,lower_bound,upper_bound,is_reversible,reaction_string
4PCP,"Tetrapeptide L,D-carboxypeptidase",0.0,1000.0,False,LalaDgluMdapDala_c + h2o_c --> LalaDgluMdap_c + ala__D_c
FE3HOXtonex,Fe(III)hydroxamine transport via ton system (extracellular),0.0,1000.0,False,fe3hox_e + h_p --> fe3hox_p + h_c
CU2abcpp,Copper (Cu+2) ABC transporter (periplasm),0.0,1000.0,False,atp_c + cu2_c + h2o_c --> adp_c + cu2_p + h_c + pi_c
COBALT2abcpp,Cobalt (Co+2) ABC transporter (periplasm),0.0,1000.0,False,atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c
NI2abcpp,Nickle (Ni+2) ABC transporter (periplasm),0.0,1000.0,False,atp_c + h2o_c + ni2_c --> adp_c + h_c + ni2_p + pi_c
MG2uabcpp,"Magnesium (Mg+2) ABC transporter (ubtake, periplasm)",0.0,1000.0,False,atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c
4PCPpp,"Tetrapeptide L,D-carboxypeptidase (periplasm)",0.0,1000.0,False,LalaDgluMdapDala_p + h2o_p --> LalaDgluMdap_p + ala__D_p
HCYSMT2,Homocysteine Methyltransferase,0.0,1000.0,False,hcys__L_c + mmet_c --> h_c + 2.0 met__L_c
FALDH2,Formaldehyde dehydrogenase,-1000.0,1000.0,True,hmgth_c + nad_c <=> Sfglutth_c + h_c + nadh_c
CHLtex,Choline transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,chol_e <=> chol_p
GLYBabcpp,Glycine betaine transport via ABC system (periplasm),0.0,1000.0,False,atp_c + glyb_p + h2o_c --> adp_c + glyb_c + h_c + pi_c
GLYC3Pt6pp,Glycerol-3-phosphate : phosphate antiporter (periplasm),0.0,1000.0,False,glyc3p_p + pi_c --> glyc3p_c + pi_p
MMETtex,S-methyl-L-methionine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,mmet_e <=> mmet_p
FE3tex,Iron (III) transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,fe3_e <=> fe3_p
MG2tex,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,mg2_e <=> mg2_p
Zn2tex,Zinc (Zn+2) transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,zn2_e <=> zn2_p
MMETt2pp,S-methylmethionine permease (periplasm),0.0,1000.0,False,h_p + mmet_p --> h_c + mmet_c
CD2tex,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,cd2_e <=> cd2_p
GLYCLTt4pp,Glycolate transport via sodium symport (periplasm),0.0,1000.0,False,glyclt_p + na1_p --> glyclt_c + na1_c
GLYCtpp,Glycerol transport via channel (periplasm),-1000.0,1000.0,True,glyc_c <=> glyc_p
H2Otpp,H2O transport via diffusion (periplasm),-1000.0,1000.0,True,h2o_p <=> h2o_c
GLNabcpp,L-glutamine transport via ABC system (periplasm),0.0,1000.0,False,atp_c + gln__L_p + h2o_c --> adp_c + gln__L_c + h_c + pi_c
CO2tex,CO2 transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,co2_e <=> co2_p
GLUabcpp,L-glutamate transport via ABC system (periplasm),0.0,1000.0,False,atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c
GLUABUTt7pp,4-aminobutyrate/glutamate antiport (periplasm),-1000.0,1000.0,True,4abut_c + glu__L_p <=> 4abut_p + glu__L_c
GLUt2rpp,"L-glutamate transport via proton symport, reversible (periplasm)",-1000.0,1000.0,True,glu__L_p + h_p <=> glu__L_c + h_c
HCINNMt2rpp,"3-hydroxycinnamic acid transport via proton symport, reversible (periplasm)",-1000.0,1000.0,True,3hcinnm_p + h_p <=> 3hcinnm_c + h_c
HISabcpp,L-histidine transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + his__L_p --> adp_c + h_c + his__L_c + pi_c
HISt2rpp,L-histidine reversible transport via proton symport (periplasm),-1000.0,1000.0,True,h_p + his__L_p <=> h_c + his__L_c
CBIAT,Cobinamide adenyltransferase,-1000.0,1000.0,True,atp_c + cbi_c + h_c <=> adocbi_c + pppi_c
GLUt4pp,Na+/glutamate symport (periplasm),0.0,1000.0,False,glu__L_p + na1_p --> glu__L_c + na1_c
GLYALDtpp,Glyceraldehyde facilitated diffusion (periplasm),-1000.0,1000.0,True,glyald_p <=> glyald_c
CRNtex,L-carnitine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,crn_e <=> crn_p
EX_etha_e,Ethanolamine exchange,0.0,1000.0,False,etha_e --> 
ACGK,Acetylglutamate kinase,0.0,1000.0,False,acglu_c + atp_c --> acg5p_c + adp_c
LYSabcpp,L-lysine transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c
COBALT2tex,Cobalt (Co+2) transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,cobalt2_e <=> cobalt2_p
LCTSt3ipp,Lactose transport via proton aniport (periplasm),0.0,1000.0,False,h_p + lcts_c --> h_c + lcts_p
PPK2,Polyphosphate kinase,0.0,1000.0,False,atp_c + ppi_c --> adp_c + pppi_c
ARBt3ipp,L-arabinose transport via proton antiport (periplasm),0.0,1000.0,False,arab__L_c + h_p --> arab__L_p + h_c
14GLUCANabcpp,"1,4-alpha-D-glucan transport via ABC system (periplasm)",0.0,1000.0,False,14glucan_p + atp_c + h2o_c --> 14glucan_c + adp_c + h_c + pi_c
14GLUCANtexi,"1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible",0.0,1000.0,False,14glucan_e --> 14glucan_p
DINStex,Deoxyinosine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,din_e <=> din_p
DHPTPE,Dihydroneopterin triphosphate 2'-epimerase,-1000.0,1000.0,True,ahdt_c <=> dhmptp_c
PPDOy,"Propane-1,2-diol:NADP+ 1-oxidoreductase",0.0,1000.0,False,h_c + lald__D_c + nadph_c --> 12ppd__R_c + nadp_c
FALGTHLs,Formaldehyde glutathione ligase (spontaneous),-1000.0,1000.0,True,fald_c + gthrd_c <=> hmgth_c
NTD12pp,5'-nucleotidase (dIMP) (periplasm),0.0,1000.0,False,dimp_p + h2o_p --> din_p + pi_p
PPA2,Inorganic triphosphatase,0.0,1000.0,False,h2o_c + pppi_c --> h_c + pi_c + ppi_c
DIMPtex,DIMP transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,dimp_e <=> dimp_p
EX_hdca_e,Hexadecanoate (n-C16:0) exchange,0.0,1000.0,False,hdca_e --> 
EX_glcr_e,D-Glucarate exchange,0.0,1000.0,False,glcr_e --> 
GNK,Gluconokinase,0.0,1000.0,False,atp_c + glcn_c --> 6pgc_c + adp_c + h_c
HMBS,Hydroxymethylbilane synthase,0.0,1000.0,False,h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c
3NTD7pp,3'-nucleotidase (AMP) (periplasm),0.0,1000.0,False,3amp_p + h2o_p --> adn_p + pi_p
DMStex,Dimethyl sulfide transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,dms_e <=> dms_p
3NTD4pp,3'-nucleotidase (CMP) (periplasm),0.0,1000.0,False,3cmp_p + h2o_p --> cytd_p + pi_p
3NTD2pp,3'-nucleotidase (UMP) (periplasm),0.0,1000.0,False,3ump_p + h2o_p --> pi_p + uri_p
3NTD9pp,3'-nucleotidase (GMP) (periplasm),0.0,1000.0,False,3gmp_p + h2o_p --> gsn_p + pi_p
RMK,Rhamnulokinase,0.0,1000.0,False,atp_c + rml_c --> adp_c + h_c + rml1p_c
FHL,Formate-hydrogen lyase,0.0,0.0,False,for_c + h_c --> co2_c + h2_c
HYPOE,Hypothetical enyme,0.0,1000.0,False,h2o_c + pyam5p_c --> pi_c + pydam_c
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,0.0,1000.0,False,2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c
GLUDy,Glutamate dehydrogenase (NADP),-1000.0,1000.0,True,glu__L_c + h2o_c + nadp_c <=> akg_c + h_c + nadph_c + nh4_c
23PDE7pp,"2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)",0.0,1000.0,False,23camp_p + h2o_p --> 3amp_p + h_p
GALTptspp,Galactitol transport via PEP:Pyr PTS (periplasm),0.0,1000.0,False,galt_p + pep_c --> galt1p_c + pyr_c
GALURt2rpp,"D-galacturonate transport via proton symport, reversible (periplasm)",-1000.0,1000.0,True,galur_p + h_p <=> galur_c + h_c
ZN2abcpp,"Zinc (Zn+2) ABC transporter, efflux (periplasm)",0.0,1000.0,False,atp_c + h2o_c + zn2_c --> adp_c + h_c + pi_c + zn2_p
CSNtex,Cytosine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,csn_e <=> csn_p
GLYCLTDy,Glycolate dehydrogenase (NADP),0.0,1000.0,False,glx_c + h_c + nadph_c --> glyclt_c + nadp_c
LYSDC,Lysine decarboxylase,0.0,1000.0,False,h_c + lys__L_c --> 15dap_c + co2_c
DAAD,D-Amino acid dehydrogenase,0.0,1000.0,False,ala__D_c + fad_c + h2o_c --> fadh2_c + nh4_c + pyr_c
GLCNt2rpp,"D-gluconate transport via proton symport, reversible (periplasm)",-1000.0,1000.0,True,glcn_p + h_p <=> glcn_c + h_c
GLCptspp,D-glucose transport via PEP:Pyr PTS (periplasm),0.0,1000.0,False,glc__D_p + pep_c --> g6p_c + pyr_c
GLCRt2rpp,"D-glucarate transport via proton symport, reversible (periplasm)",-1000.0,1000.0,True,glcr_p + h_p <=> glcr_c + h_c
GLCt2pp,D-glucose transport in via proton symport (periplasm),0.0,1000.0,False,glc__D_p + h_p --> glc__D_c + h_c
UREAtpp,Urea transport via facilitate diffusion (periplasm),-1000.0,1000.0,True,urea_p <=> urea_c
XANt2pp,Xanthine transport in via proton symport (periplasm),0.0,1000.0,False,h_p + xan_p --> h_c + xan_c
GLYC3Pabcpp,Sn-Glycerol 3-phosphate transport via ABC system (periplasm),0.0,1000.0,False,atp_c + glyc3p_p + h2o_c --> adp_c + glyc3p_c + h_c + pi_c
PPPNt2rpp,"3-phenylpropionate transport via proton symport, reversible (periplasm)",-1000.0,1000.0,True,h_p + pppn_p <=> h_c + pppn_c
PTRCORNt7pp,Putrescine/ornithine antiporter (periplasm),-1000.0,1000.0,True,orn_c + ptrc_p <=> orn_p + ptrc_c
GLCURt2rpp,"D-glucuronate transport via proton symport, reversible (periplasm)",-1000.0,1000.0,True,glcur_p + h_p <=> glcur_c + h_c
ACMUMptspp,N-acetylmuramate transport via PEP:Pyr PTS (periplasm),0.0,1000.0,False,acmum_p + pep_c --> acmum6p_c + pyr_c
EX_h2o_e,H2O exchange,-1000.0,1000.0,True,h2o_e <=> 
EX_ala__D_e,D-Alanine exchange,0.0,1000.0,False,ala__D_e --> 
HSTPT,Histidinol-phosphate transaminase,0.0,1000.0,False,glu__L_c + imacp_c --> akg_c + hisp_c
SPMDabcpp,Spermidine transport via ABC system (periplasm),0.0,1000.0,False,atp_c + h2o_c + spmd_p --> adp_c + h_c + pi_c + spmd_c
CYNTtex,Cyanate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,cynt_e <=> cynt_p
HG2tex,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,hg2_e <=> hg2_p
NTPP5,Nucleoside triphosphate pyrophosphorylase (datp),0.0,1000.0,False,datp_c + h2o_c --> damp_c + h_c + ppi_c
THDPS,Tetrahydrodipicolinate succinylase,0.0,1000.0,False,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c
ACONMT,Trans-aconitate methyltransferase,0.0,1000.0,False,acon_T_c + amet_c --> aconm_c + ahcys_c
XTSNtex,Xanthosine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,xtsn_e <=> xtsn_p
ATPM,ATP maintenance requirement,6.86,1000.0,False,atp_c + h2o_c --> adp_c + h_c + pi_c
CYStex,L-cysteine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,cys__L_e <=> cys__L_p
NADPPPS,NADP phosphatase,0.0,1000.0,False,h2o_c + nadp_c --> nad_c + pi_c
EX_mnl_e,D-Mannitol exchange,0.0,1000.0,False,mnl_e --> 
THRD_L,L-threonine deaminase,0.0,1000.0,False,thr__L_c --> 2obut_c + nh4_c
EX_malt_e,Maltose exchange,0.0,1000.0,False,malt_e --> 
NTD3,5'-nucleotidase (dCMP),0.0,1000.0,False,dcmp_c + h2o_c --> dcyt_c + pi_c
CYTDtex,Cytidine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,cytd_e <=> cytd_p
GLYOX,Hydroxyacylglutathione hydrolase,0.0,1000.0,False,h2o_c + lgt__S_c --> gthrd_c + h_c + lac__D_c
DADNtex,Deoxyadenosine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,dad_2_e <=> dad_2_p
4PEPTtex,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,LalaDgluMdapDala_e <=> LalaDgluMdapDala_p
NAMNPP,Nicotinic acid mononucleotide pyrophosphorylase,0.0,1000.0,False,atp_c + h2o_c + nac_c + prpp_c --> adp_c + nicrnt_c + pi_c + ppi_c
EX_pnto__R_e,(R)-Pantothenate exchange,0.0,1000.0,False,pnto__R_e --> 
SELNPS,Selenophosphate synthase,0.0,1000.0,False,atp_c + h2o_c + seln_c --> amp_c + pi_c + selnp_c
DHAtex,Dihydroxyacetone transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,dha_e <=> dha_p
ETOHtex,Ethanol transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,etoh_e <=> etoh_p
MTRPOX,N-methyltryptophan oxidase,0.0,1000.0,False,Nmtrp_c + h2o_c + o2_c --> fald_c + h2o2_c + trp__L_c
AGM4PCPpp,"N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase (periplasmic)",0.0,1000.0,False,anhgm4p_p + h2o_p --> ala__D_p + anhgm3p_p
GTPDPDP,"Guanosine-5'-triphosphate,3'-diphosphate diphosphatase",0.0,1000.0,False,gdptp_c + h2o_c --> h_c + pi_c + ppgpp_c
CRNCAR,Carnitine-CoA racemase,-1000.0,1000.0,True,crncoa_c <=> crnDcoa_c
GALabcpp,D-galactose transport via ABC system (periplasm),0.0,1000.0,False,atp_c + gal_p + h2o_c --> adp_c + gal_c + h_c + pi_c
GLYCLTt2rpp,"Glycolate transport via proton symport, reversible (periplasm)",-1000.0,1000.0,True,glyclt_p + h_p <=> glyclt_c + h_c
GUAt2pp,Guanine transport in via proton symport (periplasm),0.0,1000.0,False,gua_p + h_p --> gua_c + h_c
HPPPNt2rpp,"3-(3-hydroxyphenyl)propionate transport via proton symport, reversible (periplasm)",-1000.0,1000.0,True,3hpppn_p + h_p <=> 3hpppn_c + h_c
RNDR2,Ribonucleoside-diphosphate reductase (GDP),0.0,1000.0,False,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c
EX_asn__L_e,L-Asparagine exchange,0.0,1000.0,False,asn__L_e --> 
ANHMK,"1,6-anhydrous-N-Acetylmuramate kinase",0.0,1000.0,False,anhm_c + atp_c + h2o_c --> acmum6p_c + adp_c + h_c
DCAtex,Decanoate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,dca_e <=> dca_p
DHFR,Dihydrofolate reductase,-1000.0,1000.0,True,dhf_c + h_c + nadph_c <=> nadp_c + thf_c
EX_cit_e,Citrate exchange,0.0,1000.0,False,cit_e --> 
PRAIi,Phosphoribosylanthranilate isomerase (irreversible),0.0,1000.0,False,pran_c --> 2cpr5p_c
EX_mal__L_e,L-Malate exchange,0.0,1000.0,False,mal__L_e --> 
NMNN,NMN nucleosidase,0.0,1000.0,False,h2o_c + nmn_c --> h_c + ncam_c + r5p_c
XAND,Xanthine dehydrogenase,0.0,1000.0,False,h2o_c + nad_c + xan_c --> h_c + nadh_c + urate_c
EX_no2_e,Nitrite exchange,0.0,1000.0,False,no2_e --> 
HACD3,3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),-1000.0,1000.0,True,3oocoa_c + h_c + nadh_c <=> 3hocoa_c + nad_c
TYRTA,Tyrosine transaminase,-1000.0,1000.0,True,akg_c + tyr__L_c <=> 34hpp_c + glu__L_c
SHKK,Shikimate kinase,0.0,1000.0,False,atp_c + skm_c --> adp_c + h_c + skm5p_c
DCYTtex,Deoxycytidine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,dcyt_e <=> dcyt_p
EX_gam_e,D-Glucosamine exchange,0.0,1000.0,False,gam_e --> 
ACACtex,Acetoacetate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,acac_e <=> acac_p
ACNAMtex,N-acetylneuraminate transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,acnam_e <=> acnam_p
ARBTNabcpp,Aerobactin transport via ABC system (periplasm),0.0,1000.0,False,arbtn_fe3_p + atp_c + h2o_c --> adp_c + arbtn_fe3_c + h_c + pi_c
EX_inost_e,Myo-Inositol exchange,0.0,1000.0,False,inost_e --> 
EX_mobd_e,Molybdate exchange,-1000.0,1000.0,True,mobd_e <=> 
NNDMBRT,Nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase,0.0,1000.0,False,dmbzid_c + nicrnt_c --> 5prdmbz_c + h_c + nac_c
DGSNtex,Deoxyguanosine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,dgsn_e <=> dgsn_p
THRA2,L-allo-Threonine Aldolase,0.0,1000.0,False,athr__L_c --> acald_c + gly_c
ASO3t8pp,Arsenite efflux via ATP hydrolysis (periplasm),0.0,1000.0,False,aso3_c + atp_c + h2o_c --> adp_c + aso3_p + h_c + pi_c
H2Stex,H2s transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,h2s_e <=> h2s_p
PPK,Polyphosphate kinase,0.0,1000.0,False,atp_c + pi_c --> adp_c + ppi_c
EX_so4_e,Sulfate exchange,-1000.0,1000.0,True,so4_e <=> 
SADH,Succinylarginine dihydrolase,0.0,1000.0,False,2.0 h2o_c + 2.0 h_c + sucarg_c --> co2_c + 2.0 nh4_c + sucorn_c
GLUSy,Glutamate synthase (NADPH),0.0,1000.0,False,akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c
GUAPRT,Guanine phosphoribosyltransferase,0.0,1000.0,False,gua_c + prpp_c --> gmp_c + ppi_c
EX_phe__L_e,L-Phenylalanine exchange,0.0,1000.0,False,phe__L_e --> 
EX_thr__L_e,L-Threonine exchange,0.0,1000.0,False,thr__L_e --> 
EX_uri_e,Uridine exchange,0.0,1000.0,False,uri_e --> 
OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,0.0,1000.0,False,3c4mop_c + h_c --> 4mop_c + co2_c
ABUTD,Aminobutyraldehyde dehydrogenase,0.0,1000.0,False,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c
E4PD,Erythrose 4-phosphate dehydrogenase,-1000.0,1000.0,True,e4p_c + h2o_c + nad_c <=> 4per_c + 2.0 h_c + nadh_c
IG3PS,Imidazole-glycerol-3-phosphate synthase,0.0,1000.0,False,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c
PDH,Pyruvate dehydrogenase,0.0,1000.0,False,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c
MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",0.0,1000.0,False,2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c
DMSOR2pp,Dimethyl sulfoxide reductase (Demethylmenaquinol 8) (periplasm),0.0,1000.0,False,2dmmql8_c + dmso_p --> 2dmmq8_c + dms_p + h2o_p
H2St1pp,H2s transport (periplasm),0.0,1000.0,False,h2s_c --> h2s_p
EX_nh4_e,Ammonia exchange,-1000.0,1000.0,True,nh4_e <=> 
DADK,Deoxyadenylate kinase,-1000.0,1000.0,True,atp_c + damp_c <=> adp_c + dadp_c
DUTPDP,DUTP diphosphatase,0.0,1000.0,False,dutp_c + h2o_c --> dump_c + h_c + ppi_c
EX_ddca_e,Dodecanoate (n-C12:0) exchange,0.0,1000.0,False,ddca_e --> 
HYD3pp,Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm),0.0,1000.0,False,2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_p
NO3R1pp,Nitrate reductase (Ubiquinol-8) (periplasm),0.0,1000.0,False,2.0 h_c + no3_c + q8h2_c --> h2o_c + 2.0 h_p + no2_c + q8_c
NTP5,Nucleoside-triphosphatase (CTP),0.0,1000.0,False,ctp_c + h2o_c --> cdp_c + h_c + pi_c
CELBpts,Cellobiose transport via PEPPyr PTS,0.0,1000.0,False,cellb_e + pep_c --> 6pgg_c + pyr_c
FORt2pp,"Formate transport via proton symport (uptake only, periplasm)",0.0,1000.0,False,for_p + h_p --> for_c + h_c
EX_r5p_e,Alpha-D-Ribose 5-phosphate exchange,0.0,1000.0,False,r5p_e --> 
EX_glyc2p_e,Glycerol 2-phosphate exchange,0.0,1000.0,False,glyc2p_e --> 
MTAN,Methylthioadenosine nucleosidase,0.0,1000.0,False,5mta_c + h2o_c --> 5mtr_c + ade_c
DPR,2-dehydropantoate 2-reductase,0.0,1000.0,False,2dhp_c + h_c + nadph_c --> nadp_c + pant__R_c
EX_halipa_e,Hepta-acylated KDO(2)-lipid (A) exchange,0.0,1000.0,False,halipa_e --> 
AACPS5,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),0.0,1000.0,False,ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c
MANptspp,D-mannose transport via PEP:Pyr PTS (periplasm),0.0,1000.0,False,man_p + pep_c --> man6p_c + pyr_c
EX_cmp_e,CMP exchange,0.0,1000.0,False,cmp_e --> 
NTD8,5'-nucleotidase (dGMP),0.0,1000.0,False,dgmp_c + h2o_c --> dgsn_c + pi_c
GALCTD,Galactarate dehydratase,0.0,1000.0,False,galct__D_c --> 5dh4dglc_c + h2o_c
EX_malthx_e,Maltohexaose exchange,0.0,1000.0,False,malthx_e --> 
MLTG4,Maltodextrin glucosidase (maltohexaose),0.0,1000.0,False,h2o_c + malthx_c --> glc__D_c + maltpt_c
UDPGDC,UDP-glucuronate C-4'' decarboxylase,0.0,1000.0,False,nad_c + udpglcur_c --> co2_c + nadh_c + udpLa4o_c
PUNP4,Purine-nucleoside phosphorylase (Deoxyguanosine),-1000.0,1000.0,True,dgsn_c + pi_c <=> 2dr1p_c + gua_c
AMAOTr,Adenosylmethionine-8-amino-7-oxononanoate transaminase,-1000.0,1000.0,True,8aonn_c + amet_c <=> amob_c + dann_c
EX_csn_e,Cytosine exchange,0.0,1000.0,False,csn_e --> 
EX_etoh_e,Ethanol exchange,0.0,1000.0,False,etoh_e --> 
G6PP,Glucose-6-phosphate phosphatase,0.0,1000.0,False,g6p_c + h2o_c --> glc__D_c + pi_c
MMCD,Methylmalonyl-CoA decarboxylase,0.0,1000.0,False,h_c + mmcoa__S_c --> co2_c + ppcoa_c
GLNS,Glutamine synthetase,0.0,1000.0,False,atp_c + glu__L_c + nh4_c --> adp_c + gln__L_c + h_c + pi_c
TYMtex,Tyramine transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,tym_e <=> tym_p
GTHS,Glutathione synthetase,0.0,1000.0,False,atp_c + glucys_c + gly_c --> adp_c + gthrd_c + h_c + pi_c
EX_g3pe_e,Sn-Glycero-3-phosphoethanolamine exchange,0.0,1000.0,False,g3pe_e --> 
EX_pacald_e,Phenylacetaldehyde exchange,0.0,1000.0,False,pacald_e --> 
EX_his__L_e,L-Histidine exchange,0.0,1000.0,False,his__L_e --> 
EX_k_e,K+ exchange,-1000.0,1000.0,True,k_e <=> 
EX_na1_e,Sodium exchange,-1000.0,1000.0,True,na1_e <=> 
ACACT1r,Acetyl-CoA C-acetyltransferase,-1000.0,1000.0,True,2.0 accoa_c <=> aacoa_c + coa_c
ARGORNt7pp,Arginine/ornithine antiporter (periplasm),-1000.0,1000.0,True,arg__L_p + orn_c <=> arg__L_c + orn_p
EX_dmso_e,Dimethyl sulfoxide exchange,0.0,1000.0,False,dmso_e --> 
CMPtex,CMP transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,cmp_e <=> cmp_p
DUMPtex,DUMP transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,dump_e <=> dump_p
XMPtex,XMP transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,xmp_e <=> xmp_p
3PEPTtex,LalaDgluMdap (tripeptide) transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,LalaDgluMdap_e <=> LalaDgluMdap_p
EX_12ppd__S_e,"(S)-Propane-1,2-diol exchange",0.0,1000.0,False,12ppd__S_e --> 
EX_pppn_e,Phenylpropanoate exchange,0.0,1000.0,False,pppn_e --> 
ANHGMtex,GlcNAc-anhMurNAc transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,anhgm_e <=> anhgm_p
MALTptspp,Maltose transport via PEP:Pyr PTS (periplasm),0.0,1000.0,False,malt_p + pep_c --> malt6p_c + pyr_c
UDPKAAT,UDP-4''-ketopentose:UDP-4-amino-4-deoxy-L-arabinose aminotransferase,-1000.0,1000.0,True,glu__L_c + udpLa4o_c <=> akg_c + udpLa4n_c
ULA4NFT,UDP-L-Ara4N formyltransferase,0.0,1000.0,False,10fthf_c + udpLa4n_c --> h_c + thf_c + udpLa4fn_c
EX_acgam1p_e,N-Acetyl-D-glucosamine 1-phosphate exchange,0.0,1000.0,False,acgam1p_e --> 
NTD11pp,5'-nucleotidase (IMP),0.0,1000.0,False,h2o_p + imp_p --> ins_p + pi_p
EX_galt_e,Galactitol exchange,0.0,1000.0,False,galt_e --> 
DKGLCNR2x,"2,5-diketo-D-gluconate reductase (NADH)",0.0,1000.0,False,25dkglcn_c + h_c + nadh_c --> 5dglcn_c + nad_c
ACGS,N-acetylglutamate synthase,0.0,1000.0,False,accoa_c + glu__L_c --> acglu_c + coa_c + h_c
PDE1,"3',5'-cyclic-nucleotide phosphodiesterase",0.0,1000.0,False,camp_c + h2o_c --> amp_c + h_c
UPLA4FNT,Undecaprenyl phosphate-L-Ara4FN transferase,0.0,1000.0,False,udcpp_c + udpLa4fn_c --> uLa4fn_c + udp_c
UPLA4FNF,Undecaprenyl phosphate-L-Ara4FN formylase,0.0,1000.0,False,h2o_c + uLa4fn_c --> for_c + uLa4n_c
ULA4Ntppi,Transport (cytoplasm to periplasm),0.0,1000.0,False,uLa4n_c --> uLa4n_p
HEPT1,Heptosyltransferase I (LPS core synthesis),0.0,1000.0,False,adphep_LD_c + lipa_c --> adp_c + h_c + hlipa_c
FALDtex,Formaldehyde transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,fald_e <=> fald_p
MCITD,2-methylcitrate dehydratase,0.0,1000.0,False,2mcit_c --> 2mcacn_c + h2o_c
CU2tex,Copper (Cu+2) transport via diffusion (extracellular to periplasm),-1000.0,1000.0,True,cu2_e <=> cu2_p
EX_glcur1p_e,D-Glucuronate 1-phosphate exchange,0.0,1000.0,False,glcur1p_e --> 
GLCATr,D-glucose O-acetyltransferase,-1000.0,1000.0,True,accoa_c + glc__D_c <=> acglc__D_c + coa_c
ALR2,Aldose reductase (methylglyoxal),0.0,1000.0,False,h_c + mthgxl_c + nadph_c --> acetol_c + nadp_c
AMALT2,Amylomaltase (maltotetraose),0.0,1000.0,False,malt_c + maltttr_c --> glc__D_c + maltpt_c
