,Gene,Prediction,Measured_growth,Growth_cutoff,Computational_growth,Condition,Dataset
23603,b4460,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
23604,b4464,TP,"0,973333333","0,5","0,8217979336",Glucose,Monk 2015
23605,b4467,TP,"1,03","0,5","0,8217979341",Glucose,Monk 2015
23606,b4468,TP,"1,043333333","0,5","0,8217979341",Glucose,Monk 2015
23607,b4471,TP,"1,036666667","0,5","0,8217979336",Glucose,Monk 2015
23608,b4474,TP,"1,046666667","0,5","0,8217979336",Glucose,Monk 2015
23609,b4476,TP,"1,093333333","0,5","0,8217979336",Glucose,Monk 2015
23610,b4477,TP,"1,07","0,5","0,8217979336",Glucose,Monk 2015
23611,b4478,TP,"1,06","0,5","0,8217979336",Glucose,Monk 2015
23612,b4481,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23613,b4485,TP,"0,976666667","0,5","0,8217979336",Glucose,Monk 2015
23614,b4513,TP,"0,976666667","0,5","0,8217979336",Glucose,Monk 2015
23615,b4515,TP,"1,07","0,5","0,8217979336",Glucose,Monk 2015
23616,b4544,TP,"1,056666667","0,5","0,8217979336",Glucose,Monk 2015
